length,t_star,bond_dim,base_index,epsilon,num_prefixes,num_suffixes,num_sequences,hankel_diff_spec_raw,hankel_diff_fro_raw,hankel_diff_spec_proj,hankel_diff_fro_proj,total_mass_raw_clean,total_mass_raw_noisy,total_mass_proj_clean,total_mass_proj_noisy,kappa_raw_clean,kappa_raw_noisy,kappa_proj_inf_clean,kappa_proj_inf_noisy
15.0,7.0,4.0,14.0,0.003,128.0,256.0,32768.0,2.4754127114363893e-05,0.00013388650252945034,3.9839374112844755e-06,2.0849062175471484e-05,0.2614640712998649,0.26319586868776773,0.0604408734533115,0.06046753056352687,0.9975331747936041,1.0004286509716684,0.8799844416701684,0.8805871126561946
20.0,10.0,4.0,14.0,0.003,256.0,256.0,65536.0,1.2358211987363756e-06,6.532946886919201e-06,6.70286173270984e-07,1.0899901539075426e-06,0.26146583118579797,0.26359183742696246,0.06044087345331389,0.06046753056352913,0.9989357608604928,1.0004286509716684,0.8799844416701684,0.8805871126561946
5.0,2.0,4.0,14.0,0.01,4.0,8.0,32.0,0.003046768043070119,0.006314179349222743,0.0003359229625757157,0.0012322306526830326,0.24853775049427423,0.2507529124851857,0.06044651290001486,0.060381313818764264,0.9794568345851131,0.9881136078519449,0.7998929783669961,0.7994139569292029
10.0,5.0,4.0,14.0,0.01,32.0,32.0,1024.0,0.0002546126131118171,0.0017618880286837007,0.0001131803749526101,0.0004280775092300765,0.26932756596656415,0.2732583876375698,0.06044087354627949,0.060375895946915815,0.9975331747936041,0.9939053551400312,0.8467567141504453,0.8509035905443016
15.0,7.0,4.0,14.0,0.01,128.0,256.0,32768.0,5.155992424157439e-05,0.00047584888721652254,1.1631653467751244e-05,8.355999595576585e-05,0.2614640712998649,0.26248391277666094,0.0604408734533115,0.0603758958508968,0.9975331747936041,0.9939053551400312,0.8799844416701684,0.8801883744466513
20.0,10.0,4.0,14.0,0.01,256.0,256.0,65536.0,1.3137446807923753e-06,2.5196283362479786e-05,4.607899601347695e-07,3.7893040238796375e-06,0.26146583118579797,0.2675853554608838,0.06044087345331389,0.060375895850898545,0.9989357608604928,0.9980812794769427,0.8799844416701684,0.8801883744466513
5.0,2.0,4.0,15.0,0.001,4.0,8.0,32.0,0.00032101813652412513,0.0005624682346998613,4.572226417797662e-05,0.00014477822604036652,0.4348704872967343,0.43536004729318706,0.027522421632383037,0.027517115435774397,0.9905809491303466,0.9904026908524007,0.8266526965153561,0.8266435040008133
10.0,5.0,4.0,15.0,0.001,32.0,32.0,1024.0,3.803792626903992e-05,0.0002268664711996035,5.145413939651537e-06,3.264171812758355e-05,0.43842283610305616,0.438334508988902,0.027522497535502073,0.02751719005859858,0.9995846756758284,0.9997047272501385,0.9327746839182051,0.9328706789814286
15.0,7.0,4.0,15.0,0.001,128.0,256.0,32768.0,5.706304291516725e-06,4.5117391621358696e-05,1.2997203848825394e-06,6.399183791993515e-06,0.44677879693637385,0.4464435735420967,0.02752249753727958,0.02751719006034659,0.9995846756758284,0.9997047272501385,0.9327746839182051,0.9328706789814286
20.0,10.0,4.0,15.0,0.001,256.0,256.0,65536.0,5.018574715809055e-07,3.462317426696617e-06,2.6049922807181973e-08,3.414831856423658e-07,0.4452063444270349,0.44437378187390236,0.027522497537279093,0.02751719006034612,0.9995846756758284,0.9997047272501385,0.9327746839182051,0.9328706789814286
5.0,2.0,4.0,15.0,0.003,4.0,8.0,32.0,0.0005850114131298365,0.0013158336227005352,0.0003116871203924622,0.0004411596149963472,0.4348704872967343,0.43479699817187867,0.027522421632383037,0.027469584901461216,0.9905809491303466,0.9909071342729111,0.8266526965153561,0.8268167939892642
10.0,5.0,4.0,15.0,0.003,32.0,32.0,1024.0,0.00012659702135098976,0.00046206166769984674,3.928537048118481e-05,8.930997563199649e-05,0.43842283610305616,0.43901638908689766,0.027522497535502073,0.027469660113374882,0.9995846756758284,0.9999762630116537,0.9327746839182051,0.9326539850331382
15.0,7.0,4.0,15.0,0.003,128.0,256.0,32768.0,1.3594121989454565e-05,0.000124306839463841,3.488605458057518e-06,2.1854991981984305e-05,0.44677879693637385,0.4470627052025784,0.02752249753727958,0.02746966011505501,0.9995846756758284,0.9999762630116537,0.9327746839182051,0.9326539850331382
20.0,10.0,4.0,15.0,0.003,256.0,256.0,65536.0,5.888414963371021e-07,9.297969736950531e-06,2.551221336607299e-07,1.3880212362667921e-06,0.4452063444270349,0.44474976018844137,0.027522497537279093,0.02746966011505457,0.9995846756758284,0.9999762630116537,0.9327746839182051,0.9326539850331382
5.0,2.0,4.0,15.0,0.01,4.0,8.0,32.0,0.0026164247455201196,0.004636157049937928,0.000861513745550297,0.0011509594785425118,0.4348704872967343,0.4350932956852478,0.027522421632383037,0.027401244592666633,0.9905809491303466,0.9959063447854358,0.8266526965153561,0.8257282042140218
10.0,5.0,4.0,15.0,0.01,32.0,32.0,1024.0,0.0007527368736033429,0.001789042693197284,0.00014802126015167524,0.0003040939688949042,0.43842283610305616,0.4386080168201305,0.027522497535502073,0.02740131217034214,0.9995846756758284,0.9998647033800253,0.9327746839182051,0.9303840113092764
15.0,7.0,4.0,15.0,0.01,128.0,256.0,32768.0,0.00012005686280727795,0.00043584345755131546,1.0816881009865553e-05,6.600107447836563e-05,0.44677879693637385,0.4406217813785211,0.02752249753727958,0.027401312172217796,0.9995846756758284,0.9998647033800253,0.9327746839182051,0.9303840113092764
20.0,10.0,4.0,15.0,0.01,256.0,256.0,65536.0,8.73620012340187e-06,4.222985491224244e-05,1.9467968704742098e-07,4.5622404285543e-06,0.4452063444270349,0.448426356723713,0.027522497537279093,0.027401312172217286,0.9995846756758284,0.9998647033800253,0.9327746839182051,0.9303840113092764
5.0,2.0,4.0,16.0,0.001,4.0,8.0,32.0,0.00013191705123900645,0.0005245340539534364,2.8278450832767964e-05,0.00010219901094787908,0.274452864806002,0.2744294827862578,0.0572856237981388,0.05729657012220431,0.9949342655568122,0.9946019516237771,0.8089013914327291,0.8088307207318917
10.0,5.0,4.0,16.0,0.001,32.0,32.0,1024.0,4.891030416196533e-05,0.0001723718835126845,1.767932123464795e-05,3.447381864924686e-05,0.286029903697955,0.2859502712341629,0.057286073287459355,0.057297022952345185,0.9959120005703205,0.9957796490825551,0.8537630936169293,0.8534958798077442
15.0,7.0,4.0,16.0,0.001,128.0,256.0,32768.0,5.499865030977898e-06,4.534857282175143e-05,1.9501912545604036e-06,7.4652901908731916e-06,0.28352524858807343,0.2835065579317721,0.057286073364016886,0.057297023029665585,0.9959120005703205,0.9957796490825551,0.8537630936169293,0.8534958798077442
20.0,10.0,4.0,16.0,0.001,256.0,256.0,65536.0,3.801122754559838e-07,3.018659617980283e-06,2.529421440650564e-07,4.153793835548514e-07,0.2841959012596352,0.28400129061212076,0.05728607336403525,0.05729702302968411,0.9981666621481539,0.998527985676493,0.8537630936169293,0.8534958798077442
5.0,2.0,4.0,16.0,0.003,4.0,8.0,32.0,0.00044026146438670217,0.0018401704175268446,9.218527543925726e-05,0.00038153084133295576,0.274452864806002,0.27469519576600077,0.0572856237981388,0.05743628460756782,0.9949342655568122,0.9958366932377842,0.8089013914327291,0.8087621395914049
10.0,5.0,4.0,16.0,0.003,32.0,32.0,1024.0,7.265968846529478e-05,0.0005406184933179445,7.310273610950343e-06,7.807027688371195e-05,0.286029903697955,0.2861055143598281,0.057286073287459355,0.057436725120906175,0.9959120005703205,0.9958366932377842,0.8537630936169293,0.8531404892884303
15.0,7.0,4.0,16.0,0.003,128.0,256.0,32768.0,9.623420659779895e-06,0.0001445988889849305,1.9820665039149953e-06,1.9403498691249158e-05,0.28352524858807343,0.28460919060457895,0.057286073364016886,0.0574367251994091,0.9959120005703205,0.9958366932377842,0.8537630936169293,0.8531404892884303
20.0,10.0,4.0,16.0,0.003,256.0,256.0,65536.0,1.223925825603163e-06,9.529564982023786e-06,3.598146300566043e-07,9.610282909800295e-07,0.2841959012596352,0.2836974882311422,0.05728607336403525,0.057436725199427774,0.9981666621481539,0.9973226650852371,0.8537630936169293,0.8531404892884303
5.0,2.0,4.0,16.0,0.01,4.0,8.0,32.0,0.0011286228031087177,0.004622849970560558,0.0007347937435540935,0.002053424190771981,0.274452864806002,0.27214780800063093,0.0572856237981388,0.05737909768505009,0.9949342655568122,0.9932546832959593,0.8089013914327291,0.8121173938910888
10.0,5.0,4.0,16.0,0.01,32.0,32.0,1024.0,0.0003142230256168912,0.0016473747547448214,0.00011158376098602153,0.0004154111751076298,0.286029903697955,0.28308987720828827,0.057286073287459355,0.05737959671005364,0.9959120005703205,0.9938330211542253,0.8537630936169293,0.8553799649679296
15.0,7.0,4.0,16.0,0.01,128.0,256.0,32768.0,5.500747688783023e-05,0.00048271974734335625,4.460262133386235e-05,8.884590159502948e-05,0.28352524858807343,0.28470980616782354,0.057286073364016886,0.05737959679169519,0.9959120005703205,0.9993476261943822,0.8537630936169293,0.8553799649679296
20.0,10.0,4.0,16.0,0.01,256.0,256.0,65536.0,2.1733957810885917e-06,2.744005867243533e-05,4.858504416540392e-07,4.413117843318105e-06,0.2841959012596352,0.28791273158170794,0.05728607336403525,0.05737959679171491,0.9981666621481539,0.9993476261943822,0.8537630936169293,0.8553799649679296
5.0,2.0,4.0,17.0,0.001,4.0,8.0,32.0,0.00020959909092059737,0.000803064123521608,3.738060748238162e-05,8.055550073288012e-05,0.22094586368793095,0.2208697292061325,0.037085459462376846,0.037093810919977,0.990030375726507,0.9895291519294372,0.8550875571762397,0.8550438275458677
10.0,5.0,4.0,17.0,0.001,32.0,32.0,1024.0,3.6896850251606494e-05,0.00019159232662759623,1.005934188134738e-05,2.226664635792608e-05,0.2264703912058726,0.22617033522179558,0.03708543019644008,0.03709377926505174,0.990030375726507,0.9895291519294372,0.8550875571762397,0.8550438275458677
15.0,7.0,4.0,17.0,0.001,128.0,256.0,32768.0,1.643916636055835e-06,5.566693411404316e-05,1.7803206507179554e-06,4.608859641422804e-06,0.20825804327007993,0.20779807301192071,0.03708543020851602,0.03709377927747837,0.990030375726507,0.9895291519294372,0.8579438266364706,0.8577306671514544
20.0,10.0,4.0,17.0,0.001,256.0,256.0,65536.0,5.0364339481326e-07,2.7926642411084716e-06,6.654916248265196e-08,2.837901843843333e-07,0.20780895053947337,0.2075215851867929,0.03708543020851287,0.0370937792774752,0.991589966431403,0.9917908984023461,0.8579438266364706,0.8577306671514544
5.0,2.0,4.0,17.0,0.003,4.0,8.0,32.0,0.001636470719163891,0.002757296178323558,0.00021206340077948755,0.00041487531419785256,0.22094586368793095,0.22040658497499693,0.037085459462376846,0.037008837260760534,0.990030375726507,0.9909603192435622,0.8550875571762397,0.8545607759610381
10.0,5.0,4.0,17.0,0.003,32.0,32.0,1024.0,0.00017890145180997062,0.0005084869069077944,2.2911158347918658e-05,9.742821192669173e-05,0.2264703912058726,0.22640613076846228,0.03708543019644008,0.03700881327065301,0.990030375726507,0.9909603192435622,0.8550875571762397,0.8545607759610381
15.0,7.0,4.0,17.0,0.003,128.0,256.0,32768.0,1.984583015100073e-05,0.0001443750164489193,8.596136713802722e-06,2.1893565783663323e-05,0.20825804327007993,0.20757871029632513,0.03708543020851602,0.037008813282430775,0.990030375726507,0.9909603192435622,0.8579438266364706,0.8573712929255398
20.0,10.0,4.0,17.0,0.003,256.0,256.0,65536.0,1.7121581998540995e-06,8.276566436311877e-06,1.2029270269552886e-07,1.1561127521849608e-06,0.20780895053947337,0.20784090055688198,0.03708543020851287,0.037008813282427624,0.991589966431403,0.9918921166719102,0.8579438266364706,0.8573712929255398
5.0,2.0,4.0,17.0,0.01,4.0,8.0,32.0,0.011112091285352503,0.013198578914962466,0.00046810007019744903,0.0021008112908539878,0.22094586368793095,0.2182354819877237,0.037085459462376846,0.03720410834452319,0.990030375726507,1.0012663145344765,0.8550875571762397,0.8552063358970994
10.0,5.0,4.0,17.0,0.01,32.0,32.0,1024.0,0.0004965913735810514,0.00227584768530538,6.664265988682973e-05,0.00044361720281936665,0.2264703912058726,0.22304339880667573,0.03708543019644008,0.03720408620360157,0.990030375726507,1.0012663145344765,0.8550875571762397,0.8552063358970994
15.0,7.0,4.0,17.0,0.01,128.0,256.0,32768.0,3.87561345521329e-05,0.0005717005648890116,6.3416631740981595e-06,9.916647842588886e-05,0.20825804327007993,0.20257179362576802,0.03708543020851602,0.037204086216622356,0.990030375726507,1.0012663145344765,0.8579438266364706,0.8579457998706437
20.0,10.0,4.0,17.0,0.01,256.0,256.0,65536.0,2.2477327511749835e-06,2.8077373216588452e-05,5.688338157805403e-07,4.790428587241048e-06,0.20780895053947337,0.2024707703505152,0.03708543020851287,0.037204086216619074,0.991589966431403,1.0012663145344765,0.8579438266364706,0.8579457998706437
5.0,2.0,4.0,18.0,0.001,4.0,8.0,32.0,0.00017811220251777525,0.00043898370967682663,0.0001902169975683393,0.0002949437975874965,0.23371557550355299,0.2337202529962544,0.057594246904003485,0.05754804572328372,0.9912393014063636,0.9916716247789136,0.7528226471790842,0.7525527673426218
10.0,5.0,4.0,18.0,0.001,32.0,32.0,1024.0,2.519313251460661e-05,0.00015553268282902813,2.0723783618220556e-05,5.618996126057825e-05,0.23440860922798964,0.2342571804539317,0.05759339645422251,0.057547214233769864,0.9912393014063636,0.9916716247789136,0.8476336911844136,0.8477117461272934
15.0,7.0,4.0,18.0,0.001,128.0,256.0,32768.0,5.4784298679915986e-06,4.812337183778151e-05,2.538182216171434e-06,1.0833850771938548e-05,0.2315483482231612,0.23170693191759884,0.057593396442263814,0.05754721422203003,0.9981860962580119,0.9980410237580842,0.8476336911844136,0.8477117461272934
20.0,10.0,4.0,18.0,0.001,256.0,256.0,65536.0,3.31407578068538e-07,3.2325496628326956e-06,2.6952884762460727e-08,5.598734414185561e-07,0.23140966289740045,0.2318009554572926,0.05759339644226419,0.05754721422203038,0.9981860962580119,0.9980410237580842,0.8476336911844136,0.8477117461272934
5.0,2.0,4.0,18.0,0.003,4.0,8.0,32.0,0.0003890292285809406,0.0010557465445410245,0.00019381453890431676,0.00031747378291338666,0.23371557550355299,0.2332394067486774,0.057594246904003485,0.057573353518157906,0.9912393014063636,0.9912061283275158,0.7528226471790842,0.7528211646368731
10.0,5.0,4.0,18.0,0.003,32.0,32.0,1024.0,9.204904175681994e-05,0.00044427313490726875,2.7244420096741386e-05,6.967051471309841e-05,0.23440860922798964,0.23453206485528955,0.05759339645422251,0.05757252792056632,0.9912393014063636,0.9914451526078519,0.8476336911844136,0.8481564554954182
15.0,7.0,4.0,18.0,0.003,128.0,256.0,32768.0,1.4842838606198982e-05,0.0001332041667791597,3.931742045454143e-06,1.8346908008872484e-05,0.2315483482231612,0.23214058511924957,0.057593396442263814,0.057572527909296636,0.9981860962580119,1.0001719562109292,0.8476336911844136,0.8481564554954182
20.0,10.0,4.0,18.0,0.003,256.0,256.0,65536.0,9.855352028966142e-07,1.0195638614852102e-05,1.621425412694496e-07,1.1137660863341465e-06,0.23140966289740045,0.23179410569999578,0.05759339644226419,0.057572527909297004,0.9981860962580119,1.0001719562109292,0.8476336911844136,0.8481564554954182
5.0,2.0,4.0,18.0,0.01,4.0,8.0,32.0,0.0005272580549619588,0.004477983789706683,0.00045671416931965584,0.0013555590409824343,0.23371557550355299,0.23358496271875062,0.057594246904003485,0.05771458678309619,0.9912393014063636,0.9936114880908518,0.7528226471790842,0.7528615033746708
10.0,5.0,4.0,18.0,0.01,32.0,32.0,1024.0,0.00028694091257546546,0.001821377646150803,3.2203690010575285e-05,0.0002819140037870275,0.23440860922798964,0.2321693654749401,0.05759339645422251,0.05771366699382632,0.9912393014063636,0.9936114880908518,0.8476336911844136,0.8486375038535003
15.0,7.0,4.0,18.0,0.01,128.0,256.0,32768.0,0.00010286851269772289,0.0005151916455417963,5.042574277364223e-06,7.791848367222107e-05,0.2315483482231612,0.23245572033854028,0.057593396442263814,0.05771366697870827,0.9981860962580119,0.9936114880908518,0.8476336911844136,0.8486375038535003
20.0,10.0,4.0,18.0,0.01,256.0,256.0,65536.0,3.275916864808428e-06,3.379150402767845e-05,2.4827829942658233e-07,3.939232556618504e-06,0.23140966289740045,0.23042435011796888,0.05759339644226419,0.05771366697870867,0.9981860962580119,0.9936114880908518,0.8476336911844136,0.8486375038535003
5.0,2.0,4.0,19.0,0.001,4.0,8.0,32.0,0.00014843804910967401,0.0005133943398845302,2.0500396525961473e-05,6.0419032126447524e-05,0.24726389674608756,0.24734547878512625,0.04697738499124052,0.04696211543431504,0.9938235953878385,0.994372400081032,0.9149336366534954,0.9149927697134518
10.0,5.0,4.0,19.0,0.001,32.0,32.0,1024.0,5.4732902998211053e-05,0.00016718769327714417,1.039027016236497e-05,2.2807779156035183e-05,0.2657324547816107,0.2654731919418039,0.046978100621253634,0.046962827595215244,0.9938235953878385,0.994372400081032,0.9149336366534954,0.9149927697134518
15.0,7.0,4.0,19.0,0.001,128.0,256.0,32768.0,4.723620246878564e-06,4.373894904577287e-05,4.0576840282306825e-07,5.193272602910747e-06,0.2709896806215796,0.2708292097587021,0.04697810061993813,0.046962827594022524,0.9938235953878385,0.994372400081032,0.9149336366534954,0.9149927697134518
20.0,10.0,4.0,19.0,0.001,256.0,256.0,65536.0,1.434785139116096e-07,2.2414588988186703e-06,1.9423736351016423e-08,3.1649007288576903e-07,0.2709876800062909,0.270924598253293,0.046978100619937985,0.04696282759402237,0.9955401931594998,0.9959763030616196,0.9149336366534954,0.9149927697134518
5.0,2.0,4.0,19.0,0.003,4.0,8.0,32.0,0.001199296556096024,0.002295524460937018,6.205062322804861e-05,0.00017936862926736384,0.24726389674608756,0.24644034727743627,0.04697738499124052,0.0470024778914813,0.9938235953878385,0.9938569652384996,0.9149336366534954,0.9146754156277452
10.0,5.0,4.0,19.0,0.003,32.0,32.0,1024.0,0.0001326736569259176,0.0006010214008416003,2.5491758653887897e-05,6.493467130783052e-05,0.2657324547816107,0.2660155996256999,0.046978100621253634,0.04700320133163508,0.9938235953878385,0.9938569652384996,0.9149336366534954,0.9146754156277452
15.0,7.0,4.0,19.0,0.003,128.0,256.0,32768.0,1.5133416980237705e-05,0.00011970445779103142,6.325737322598533e-06,1.5647524345255638e-05,0.2709896806215796,0.2700992372079837,0.04697810061993813,0.04700320133002393,0.9938235953878385,0.9938752612369752,0.9149336366534954,0.9146754156277452
20.0,10.0,4.0,19.0,0.003,256.0,256.0,65536.0,8.396721035705129e-07,6.039313274023431e-06,5.5380157207636076e-08,8.831345486524654e-07,0.2709876800062909,0.2722432261288967,0.046978100619937985,0.04700320133002378,0.9955401931594998,0.9968272692792147,0.9149336366534954,0.9146754156277452
5.0,2.0,4.0,19.0,0.01,4.0,8.0,32.0,0.002962454800509821,0.005965893108711363,0.00035700990451159543,0.0006817836056281071,0.24726389674608756,0.2485270066138257,0.04697738499124052,0.04692107914601125,0.9938235953878385,0.9984579637950821,0.9149336366534954,0.9142121784448748
10.0,5.0,4.0,19.0,0.01,32.0,32.0,1024.0,0.0004170881555068627,0.0015926028091420524,3.15023629663364e-05,0.00021678518928847182,0.2657324547816107,0.2669182766953965,0.046978100621253634,0.0469218887340857,0.9938235953878385,0.9984579637950821,0.9149336366534954,0.9142121784448748
15.0,7.0,4.0,19.0,0.01,128.0,256.0,32768.0,3.8721393221453273e-05,0.00045280279763103363,2.428812598281803e-05,5.348391502844436e-05,0.2709896806215796,0.2718599170230569,0.04697810061993813,0.04692188873080094,0.9938235953878385,0.9984579637950821,0.9149336366534954,0.9142121784448748
20.0,10.0,4.0,19.0,0.01,256.0,256.0,65536.0,4.36272129137963e-06,2.1345797149631026e-05,4.072842283289741e-07,2.8048928904092193e-06,0.2709876800062909,0.2748161899724261,0.046978100619937985,0.046921888730800734,0.9955401931594998,0.9984579637950821,0.9149336366534954,0.9142121784448748
